User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
1000930,Balk,P00158242,F,26-35,34,Unmarried,Maharashtra,Western,Banking,Food,4,"? 11,940.00"
1000931,Filia,P00089042,M,55+,61,Married,Maharashtra,Western,Construction,Electronics & Gadgets,1,"? 4,149.00"
1000936,Greg,P00068942,F,18-25,24,Married,Andhra Pradesh,Southern,IT Sector,Food,1,"? 11,471.00"
1000937,Sandra,P0099242,F,26-35,27,Unmarried,Delhi,Central,Construction,Footwear & Shoes,2,"? 12,380.00"
1000951,Haberlin,P00350942,F,46-50,47,Unmarried,Andhra Pradesh,Southern,Textile,Food,1,"? 8,144.00"
1000959,Kean,P00338442,F,51-55,53,Unmarried,Uttar Pradesh,Central,Banking,Games & Toys,1,"? 9,869.00"
1000973,Philisse,P00196542,M,26-35,28,Unmarried,Uttar Pradesh,Central,Lawyer,Food,4,"? 19,326.00"
1000974,Wallace,P00046142,F,36-45,44,Married,Kerala,Southern,Lawyer,Clothing & Apparel,1,"? 8,822.00"
1000976,Ashwin,P00250242,F,36-45,41,Married,Uttar Pradesh,Central,Aviation,Footwear & Shoes,3,"? 20,301.00"
1000977,Bhutekar,P00150942,F,26-35,33,Unmarried,Maharashtra,Western,Chemical,Clothing & Apparel,2,"? 6,903.00"
1000979,Wardle,P00278242,F,0-17,16,Married,Kerala,Southern,Aviation,Clothing & Apparel,2,"? 6,929.00"
1000981,Ann,P00134142,F,26-35,29,Unmarried,Delhi,Central,Aviation,Beauty,3,"? 4,468.00"
1000985,Rohit,P00120042,F,26-35,28,Married,Maharashtra,Western,IT Sector,Clothing & Apparel,3,"? 8,845.00"
1000991,Sudheer,P00287942,M,26-35,33,Married,Delhi,Central,Aviation,Clothing & Apparel,3,"? 3,692.00"
1001006,Smayling,P00080342,F,18-25,18,Married,Karnataka,Southern,Agriculture,Furniture,4,"? 15,966.00"
1001008,Shonely,P0094542,F,36-45,45,Unmarried,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,4,"? 5,456.00"
1001011,Avni,P00005042,F,26-35,35,Unmarried,Delhi,Central,Retail,Food,3,"? 15,231.00"
1001024,Bill,P00115342,M,36-45,43,Unmarried,Maharashtra,Western,Agriculture,Clothing & Apparel,2,"? 7,159.00"
1001026,Olsen,P00148642,M,46-50,48,Married,Haryana,Northern,Food Processing,Clothing & Apparel,2,"? 5,142.00"
1001030,Selesnick,P00162442,F,26-35,33,Unmarried,Karnataka,Southern,Chemical,Footwear & Shoes,4,"? 20,619.00"
1001035,Christina,P00058042,F,18-25,19,Unmarried,Madhya Pradesh,Central,IT Sector,Electronics & Gadgets,2,"? 9,730.00"
1001036,Ionia,P00343042,F,36-45,44,Unmarried,Maharashtra,Western,Food Processing,Games & Toys,3,"? 6,670.00"
1001037,Overcash,P00370642,F,46-50,48,Married,Haryana,Northern,Automobile,Food,3,"? 12,008.00"
1001038,Carl,P00266542,M,55+,83,Unmarried,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,3,"? 4,023.00"
1001044,Badders,P00116842,F,26-35,30,Married,Delhi,Central,Lawyer,Food,2,"? 15,613.00"
1001049,Kunst,P00071242,F,46-50,50,Unmarried,Gujarat,Western,Hospitality,Clothing & Apparel,4,"? 7,131.00"
1001061,Packer,P00110842,F,46-50,46,Married,Haryana,Northern,Aviation,Food,3,"? 15,556.00"
1001062,Ashvini,P00247042,F,51-55,52,Married,Maharashtra,Western,Healthcare,Clothing & Apparel,4,"? 8,699.00"
1001070,Martin,P00113242,M,46-50,50,Married,Bihar,Eastern,Healthcare,Electronics & Gadgets,1,"? 3,977.00"
1001072,Jamie,P00270242,M,36-45,36,Married,Andhra Pradesh,Southern,Lawyer,Food,1,"? 15,801.00"
1001073,Shourya,P00124742,M,26-35,35,Unmarried,Karnataka,Southern,Healthcare,Electronics & Gadgets,4,"? 7,851.00"
1001075,Philippe,P00200642,M,26-35,35,Married,Haryana,Northern,IT Sector,Food,2,"? 11,797.00"
1001083,Craven,P00127742,F,55+,79,Unmarried,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,4,"? 8,738.00"
1001084,Valerie,P00044142,M,0-17,16,Unmarried,Karnataka,Southern,Banking,Clothing & Apparel,1,"? 8,685.00"
1001085,Johnson,P00110942,F,26-35,29,Unmarried,Maharashtra,Western,Aviation,Food,1,"? 8,296.00"
1001092,Elias,P00134042,M,18-25,25,Married,Andhra Pradesh,Southern,Hospitality,Electronics & Gadgets,2,"? 9,901.00"
1001093,Carmichael,P00182142,F,51-55,54,Married,Maharashtra,Western,Aviation,Beauty,1,"? 4,635.00"
1001094,Gainer,P00111142,M,18-25,19,Married,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,"? 6,020.00"
1001103,Yaanvi,P00334242,M,46-50,48,Unmarried,Delhi,Central,IT Sector,Tupperware,1,"? 20,627.00"
1001107,Shreyoshe,P0099042,M,51-55,55,Married,Punjab,Northern,Banking,Electronics & Gadgets,3,"? 5,967.00"
1001110,Bertelson,P00248742,M,55+,57,Unmarried,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,2,"? 3,659.00"
1001126,Brad,P00161942,F,55+,76,Unmarried,Madhya Pradesh,Central,Healthcare,Beauty,3,"? 7,513.00"
1001127,Miller,P00110842,F,26-35,29,Unmarried,Karnataka,Southern,Lawyer,Household items,3,"? 2,281.00"
1001129,Heather,P00329442,F,36-45,44,Unmarried,Andhra Pradesh,Southern,Lawyer,Clothing & Apparel,3,"? 7,005.00"
1001133,Doug,P00066242,F,18-25,25,Unmarried,Uttar Pradesh,Central,Aviation,Food,4,"? 19,318.00"
1001138,Utkarsh,P00361842,F,18-25,20,Unmarried,Delhi,Central,Textile,Food,3,"? 15,509.00"
1001139,Pisteka,P00158242,F,26-35,27,Unmarried,Karnataka,Southern,Aviation,Footwear & Shoes,3,"? 16,396.00"
1001143,Melton,P00128942,F,51-55,51,Unmarried,Bihar,Eastern,IT Sector,Clothing & Apparel,4,"? 8,773.00"
1001148,Matthias,P00251242,F,36-45,41,Unmarried,Bihar,Eastern,Lawyer,Clothing & Apparel,4,"? 7,118.00"
1001153,Baptist,P00249742,F,18-25,23,Unmarried,Maharashtra,Western,Hospitality,Food,4,"? 11,606.00"
1001157,Rick,P00237542,F,46-50,46,Married,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,4,"? 5,925.00"
1001158,Goldenen,P00145842,M,36-45,45,Married,Andhra Pradesh,Southern,Food Processing,Clothing & Apparel,4,"? 5,435.00"
1001160,Dinesh,P00355142,F,18-25,24,Unmarried,Maharashtra,Western,Construction,Clothing & Apparel,1,"? 5,350.00"
1001162,Rose,P00057742,M,36-45,40,Married,Karnataka,Southern,Banking,Footwear & Shoes,4,"? 20,501.00"
1001167,Sanjana,P00000142,M,51-55,51,Married,Karnataka,Southern,Chemical,Electronics & Gadgets,3,"? 7,812.00"
1001168,Karandeep,P00282642,M,26-35,34,Unmarried,Delhi,Central,IT Sector,Clothing & Apparel,3,"? 1,720.00"
1001170,Ishpreet,P00297742,M,55+,79,Married,Karnataka,Southern,IT Sector,Food,2,"? 15,472.00"
1001188,Olvera,P00201442,F,46-50,46,Married,Karnataka,Southern,Banking,Footwear & Shoes,1,"? 16,409.00"
1001192,Xylona,P00350942,F,51-55,51,Married,Uttarakhand,Central,IT Sector,Electronics & Gadgets,3,"? 7,760.00"
1001195,Burns,P00317842,F,0-17,17,Married,Madhya Pradesh,Central,Hospitality,Beauty,4,"? 3,201.00"
1001197,O'Briant,P00365242,F,36-45,45,Unmarried,Karnataka,Southern,Aviation,Books,1,"? 5,481.00"
1001198,Meg,P00208342,M,0-17,16,Married,Bihar,Eastern,Media,Food,2,"? 7,822.00"
1001199,Bhawna,P00351342,F,51-55,51,Unmarried,Karnataka,Southern,Healthcare,Food,1,"? 19,092.00"
1001200,Brandow,P00307542,F,0-17,17,Unmarried,Madhya Pradesh,Central,Chemical,Beauty,1,"? 4,598.00"
1001206,Suzanne,P00323942,M,51-55,52,Unmarried,Jharkhand,Eastern,Aviation,Household items,4,"? 3,821.00"
1001212,Collister,P00344242,M,51-55,55,Married,Madhya Pradesh,Central,Healthcare,Sports Products,3,"? 7,968.00"
1001215,Carl,P00183042,F,36-45,39,Unmarried,Maharashtra,Western,Textile,Beauty,3,"? 6,005.00"
1001216,Kunitz,P00233542,F,26-35,33,Unmarried,Gujarat,Western,Lawyer,Clothing & Apparel,2,"? 1,828.00"
1001222,Crowe,P00106042,F,36-45,44,Married,Madhya Pradesh,Central,Hospitality,Electronics & Gadgets,2,"? 10,080.00"
1001223,Pistek,P00350142,F,26-35,34,Married,Karnataka,Southern,Hospitality,Footwear & Shoes,4,"? 8,539.00"
1001227,Dianna,P00370342,F,51-55,51,Unmarried,Madhya Pradesh,Central,Media,Furniture,4,"? 20,204.00"
1001228,McCarthy,P00302342,F,26-35,32,Unmarried,Telangana,Southern,Banking,Food,3,"? 11,437.00"
1001231,Rozendal,P00116742,F,26-35,30,Unmarried,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,2,"? 8,773.00"
1001239,Nicole,P00129842,M,26-35,30,Unmarried,Haryana,Northern,Healthcare,Games & Toys,2,"? 3,468.00"
1001243,Muskan,P00240442,F,36-45,40,Married,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,3,"? 7,922.00"
1001249,Gilcrest,P00245942,F,36-45,36,Married,Maharashtra,Western,Retail,Clothing & Apparel,2,"? 3,518.00"
1001254,Eichhorn,P00110942,M,18-25,20,Unmarried,Maharashtra,Western,Textile,Electronics & Gadgets,3,"? 7,945.00"
1001255,Baird,P00294842,F,26-35,34,Married,Maharashtra,Western,IT Sector,Food,2,"? 19,014.00"
1001258,Stevenson,P00188642,F,46-50,46,Married,Jharkhand,Eastern,Lawyer,Electronics & Gadgets,4,"? 6,163.00"
1001259,Nicole,P00153742,F,36-45,41,Unmarried,Uttar Pradesh,Central,Aviation,Clothing & Apparel,1,"? 1,945.00"
1001261,Schmidt,P00117842,M,18-25,22,Unmarried,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,2,"? 5,443.00"
1001263,Bhishm,P00278442,F,0-17,13,Married,Karnataka,Southern,Healthcare,Food,4,"? 15,466.00"
1001267,Victoria,P00178142,F,26-35,32,Married,Kerala,Southern,Banking,Clothing & Apparel,1,"? 6,882.00"
1001268,Baptist,P00278642,M,51-55,53,Unmarried,Delhi,Central,Healthcare,Clothing & Apparel,4,"? 6,946.00"
1001272,Ayush,P00021842,F,18-25,21,Unmarried,Uttar Pradesh,Central,IT Sector,Beauty,1,"? 7,617.00"
1001276,Nona,P00152742,F,36-45,37,Unmarried,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,1,"? 1,747.00"
1001280,Utsav,P00249142,F,0-17,12,Unmarried,Uttar Pradesh,Central,Chemical,Food,2,"? 11,722.00"
1001287,Madhulika,P00367042,M,51-55,54,Unmarried,Punjab,Northern,Chemical,Pet Care,2,"? 2,178.00"
1001293,Brian,P00161842,F,26-35,33,Unmarried,Madhya Pradesh,Central,Textile,Beauty,3,"? 7,397.00"
1001297,Murdock,P00105142,F,26-35,32,Married,Uttar Pradesh,Central,Healthcare,Furniture,4,"? 20,139.00"
1001302,Mick,P00263542,F,18-25,19,Unmarried,Jharkhand,Eastern,Healthcare,Pet Care,3,"? 2,064.00"
1001304,Raymond,P00332242,F,26-35,30,Unmarried,Himachal Pradesh,Northern,Retail,Electronics & Gadgets,4,"? 5,872.00"
1001307,Rupert,P00260242,F,55+,63,Unmarried,Himachal Pradesh,Northern,Hospitality,Clothing & Apparel,1,"? 6,944.00"
1001309,Chayanika,P00110842,F,26-35,34,Married,Delhi,Central,Food Processing,Footwear & Shoes,1,"? 16,343.00"
1001310,Dominguez,P00114142,F,46-50,49,Unmarried,Madhya Pradesh,Central,Aviation,Food,2,"? 11,797.00"
1001311,Jumper,P00188742,F,18-25,19,Unmarried,Uttar Pradesh,Central,Textile,Pet Care,1,"? 2,159.00"
1001313,Granlund,P00127242,F,18-25,19,Unmarried,Andhra Pradesh,Southern,Banking,Clothing & Apparel,3,"? 7,011.00"
1001320,Nazzal,P00084442,F,26-35,27,Married,Karnataka,Southern,Hospitality,Household items,4,"? 3,760.00"
1001324,Angele,P00349442,F,36-45,43,Married,Maharashtra,Western,Automobile,Sports Products,1,"? 8,404.00"
1001328,Bolton,P00110942,F,36-45,43,Married,Madhya Pradesh,Central,Govt,Beauty,1,"? 2,957.00"
1001332,Flanagan,P00002142,F,26-35,28,Unmarried,Maharashtra,Western,Aviation,Furniture,4,"? 16,658.00"
1001351,Bensley,P00057642,M,26-35,30,Married,Maharashtra,Western,Aviation,Household items,4,"? 3,794.00"
1001355,Priyanka,P00250842,M,46-50,50,Unmarried,Uttar Pradesh,Central,Healthcare,Food,3,"? 4,536.00"
1001361,Swindell,P00283342,M,26-35,35,Married,Jharkhand,Eastern,Aviation,Food,4,"? 11,825.00"
1001364,D'Ascenzo,P00198042,M,46-50,47,Unmarried,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,1,"? 5,875.00"
1001372,Cheatham,P00157142,F,0-17,13,Married,Madhya Pradesh,Central,Agriculture,Food,3,"? 15,564.00"
1001373,Jesus,P00065042,M,26-35,32,Unmarried,Gujarat,Western,Healthcare,Electronics & Gadgets,2,"? 7,810.00"
1001380,Wasserman,P00014542,F,0-17,14,Unmarried,Kerala,Southern,Healthcare,Clothing & Apparel,2,"? 6,951.00"
1001381,Daksh,P00070942,F,18-25,22,Unmarried,Delhi,Central,Govt,Stationery,3,"? 12,962.00"
1001393,Brijesh,P00220442,F,18-25,22,Married,Uttar Pradesh,Central,Banking,Furniture,3,"? 12,551.00"
1001397,Ferguson,P00260042,F,36-45,37,Married,Maharashtra,Western,Hospitality,Furniture,4,"? 12,061.00"
1001398,Workman,P00295742,M,55+,90,Unmarried,Uttar Pradesh,Central,Automobile,Games & Toys,1,"? 13,140.00"
1001399,Chapman,P00361842,F,18-25,19,Unmarried,Madhya Pradesh,Central,Automobile,Food,3,"? 19,484.00"
1001401,Clasen,P00195242,M,18-25,23,Unmarried,Uttar Pradesh,Central,Banking,Pet Care,1,? 763.00
1001406,Paridhi,P00025642,F,26-35,35,Unmarried,Delhi,Central,Banking,Footwear & Shoes,4,"? 12,849.00"
1001412,Shami,P00184442,F,26-35,27,Unmarried,Himachal Pradesh,Northern,Hospitality,Food,2,"? 15,341.00"
1001421,Fjeld,P00278942,F,0-17,12,Unmarried,Maharashtra,Western,Healthcare,Furniture,1,"? 4,178.00"
1001423,Pryor,P00212742,F,26-35,26,Unmarried,Karnataka,Southern,Media,Footwear & Shoes,4,"? 12,274.00"
1001424,Williamson,P00110642,F,36-45,40,Married,Uttarakhand,Central,Govt,Pet Care,3,"? 2,813.00"
1001427,Zrebassa,P00216342,F,26-35,32,Married,Karnataka,Southern,Hospitality,Food,2,"? 19,424.00"
1001436,Lynn,P00255942,M,51-55,53,Married,Bihar,Eastern,Lawyer,Food,1,"? 18,963.00"
1001438,Masurkar,P00267542,F,18-25,24,Unmarried,Maharashtra,Western,Aviation,Electronics & Gadgets,1,"? 10,039.00"
1001439,Southworth,P00101542,F,36-45,39,Married,Jharkhand,Eastern,Banking,Electronics & Gadgets,1,"? 7,886.00"
1001441,Messe,P00051142,F,36-45,45,Unmarried,Bihar,Eastern,Healthcare,Clothing & Apparel,2,"? 8,723.00"
1001446,Christine,P00041642,F,36-45,38,Unmarried,Madhya Pradesh,Central,Healthcare,Electronics & Gadgets,1,"? 2,005.00"
1001454,Manning,P00026042,F,18-25,25,Unmarried,Bihar,Eastern,IT Sector,Electronics & Gadgets,3,"? 6,131.00"
1001459,Allen,P00240142,M,26-35,28,Unmarried,Maharashtra,Western,Automobile,Electronics & Gadgets,1,"? 7,814.00"
1001461,Mull,P00226242,M,46-50,48,Unmarried,Haryana,Northern,Construction,Electronics & Gadgets,1,"? 6,067.00"
1001463,Jane,P00173242,F,51-55,54,Married,Andhra Pradesh,Southern,Lawyer,Food,2,"? 11,748.00"
1001471,Hale,P00108442,F,26-35,28,Unmarried,Uttar Pradesh,Central,Hospitality,Decor,3,"? 7,808.00"
1001475,O'Donnell,P00054242,M,26-35,28,Married,Karnataka,Southern,Healthcare,Food,2,"? 3,961.00"
1001480,Claudia,P00364042,F,26-35,26,Married,Madhya Pradesh,Central,Media,Clothing & Apparel,3,"? 3,607.00"
1001498,Preksha,P00345642,F,18-25,21,Unmarried,Maharashtra,Western,Healthcare,Electronics & Gadgets,2,"? 2,007.00"
1001506,Moumita,P0096442,F,26-35,35,Unmarried,Delhi,Central,Textile,Footwear & Shoes,1,"? 20,359.00"
1001507,Ferguson,P00035542,F,36-45,43,Unmarried,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4,"? 8,071.00"
1001510,Packer,P00179742,M,26-35,35,Married,Karnataka,Southern,Automobile,Household items,1,"? 2,345.00"
1001511,Tejeswini,P00174842,F,36-45,43,Married,Uttar Pradesh,Central,Banking,Food,4,"? 7,775.00"
1001512,Tran,P00366542,F,26-35,32,Married,Karnataka,Southern,Hospitality,Pet Care,1,"? 2,782.00"
1001516,Maithilee,P00324942,M,26-35,26,Married,Delhi,Central,Hospitality,Household items,4,"? 2,313.00"
1001520,Ramesh,P00332242,F,26-35,32,Married,Delhi,Central,Food Processing,Footwear & Shoes,4,"? 20,312.00"
1001525,Parth,P00019442,M,26-35,33,Married,Uttar Pradesh,Central,Hospitality,Food,1,"? 11,827.00"
1001526,Mousam,P00085942,F,55+,62,Married,Delhi,Central,Govt,Food,1,"? 7,976.00"
1001527,Nancy,P00177342,F,18-25,25,Unmarried,Haryana,Northern,Hospitality,Clothing & Apparel,4,"? 5,194.00"
1001531,Bell-,P00057642,F,46-50,46,Married,Maharashtra,Western,Lawyer,Food,2,"? 19,089.00"
1001532,Aditi,P00250642,F,18-25,19,Married,Uttar Pradesh,Central,Construction,Food,1,"? 19,448.00"
1001533,Shariari,P00265542,F,46-50,50,Unmarried,Himachal Pradesh,Northern,Construction,Electronics & Gadgets,4,"? 7,847.00"
1001540,Nelson,P00251242,F,46-50,48,Married,Haryana,Northern,IT Sector,Sports Products,1,"? 13,520.00"
1001541,Jonathan,P00265242,F,55+,61,Married,Maharashtra,Western,Aviation,Food,4,"? 11,789.00"
1001542,Buch,P00113642,F,18-25,20,Married,Maharashtra,Western,Aviation,Office,4,? 574.00
1001544,Rupert,P00211942,F,26-35,32,Married,Karnataka,Southern,Banking,Footwear & Shoes,4,"? 16,380.00"
1001548,Arpita,P00327842,F,36-45,41,Married,Uttar Pradesh,Central,Media,Food,4,"? 15,448.00"
1001549,Pond,P00053842,F,36-45,39,Unmarried,Himachal Pradesh,Northern,Aviation,Clothing & Apparel,3,"? 7,099.00"
1001550,Andrew,P00132042,F,18-25,24,Unmarried,Maharashtra,Western,Retail,Sports Products,2,"? 13,618.00"
1001551,Darley,P00369742,F,26-35,32,Married,Maharashtra,Western,Aviation,Food,3,"? 15,182.00"
1001559,Triggs,P00163442,F,36-45,41,Unmarried,Rajasthan,Northern,Aviation,Electronics & Gadgets,1,"? 6,126.00"
1001561,Greene,P00159442,M,18-25,25,Unmarried,Andhra Pradesh,Southern,Govt,Furniture,4,"? 8,420.00"
1001571,Elpida,P00003442,F,26-35,27,Unmarried,Andhra Pradesh,Southern,Banking,Auto,4,"? 18,536.00"
1001574,Lucas,P00193442,F,26-35,26,Unmarried,Uttar Pradesh,Central,Aviation,Food,1,"? 7,979.00"
1001577,Fein,P00262242,M,55+,64,Unmarried,Andhra Pradesh,Southern,Media,Electronics & Gadgets,3,"? 8,041.00"
1001585,Ryan,P00031042,F,55+,78,Married,Himachal Pradesh,Northern,Textile,Clothing & Apparel,1,"? 3,427.00"
1001594,West,P00282242,M,36-45,37,Unmarried,Uttarakhand,Central,Agriculture,Food,4,"? 15,749.00"
1001595,Crowe,P00116742,F,36-45,38,Married,Uttar Pradesh,Central,Govt,Pet Care,2,"? 2,143.00"
1001608,Glantz,P00029142,F,26-35,27,Unmarried,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,1,"? 7,977.00"
1001616,Manish,P00184942,F,26-35,29,Unmarried,Delhi,Central,Media,Food,1,"? 15,457.00"
1001619,Brosina,P00089442,F,51-55,54,Married,Madhya Pradesh,Central,IT Sector,Beauty,3,"? 4,584.00"
1001630,Bensley,P00173042,F,46-50,47,Unmarried,Madhya Pradesh,Central,Banking,Footwear & Shoes,4,"? 16,377.00"
1001637,Noshiba,P00191442,F,55+,67,Unmarried,Delhi,Central,Healthcare,Food,4,"? 11,954.00"
1001638,Philip,P00365242,M,18-25,24,Unmarried,Haryana,Northern,Construction,Beauty,2,"? 3,129.00"
1001648,Magee,P00303942,F,51-55,51,Unmarried,Uttar Pradesh,Central,Chemical,Food,4,"? 7,715.00"
1001654,Anmol,P00265342,M,46-50,46,Unmarried,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,4,"? 6,942.00"
1001655,Sheri,P00158542,F,18-25,25,Married,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,2,"? 5,876.00"
1001657,Jack,P00248442,M,46-50,49,Unmarried,Andhra Pradesh,Southern,Govt,Stationery,2,"? 21,178.00"
1001668,Smriti,P00110842,F,36-45,37,Married,Maharashtra,Western,Healthcare,Electronics & Gadgets,4,"? 9,832.00"
1001673,Lampkin,P00277442,F,0-17,12,Unmarried,Gujarat,Western,Healthcare,Clothing & Apparel,2,"? 1,895.00"
1001677,Gaurav,P00251242,F,18-25,24,Unmarried,Karnataka,Southern,IT Sector,Food,1,"? 15,359.00"
1001692,Lomonaco,P00085942,F,36-45,36,Married,Maharashtra,Western,Media,Food,2,"? 15,280.00"
1001703,Prescott,P00145442,F,18-25,18,Unmarried,Himachal Pradesh,Northern,Chemical,Clothing & Apparel,2,"? 5,460.00"
1001709,Brijesh,P00003942,F,26-35,27,Married,Uttar Pradesh,Central,Food Processing,Food,3,"? 11,838.00"
1001710,Ruben,P00242342,F,18-25,19,Married,Uttar Pradesh,Central,Lawyer,Clothing & Apparel,4,"? 3,534.00"
1001714,Applegate,P00112142,F,26-35,33,Married,Delhi,Central,IT Sector,Food,1,"? 15,541.00"
1001716,Magee,P00365042,F,26-35,26,Unmarried,Maharashtra,Western,Aviation,Food,2,"? 19,072.00"
1001717,Barnett,P00324442,M,51-55,52,Unmarried,Madhya Pradesh,Central,Textile,Clothing & Apparel,4,"? 8,655.00"
1001722,Stuart,P00116242,F,36-45,36,Married,Jharkhand,Eastern,Hospitality,Clothing & Apparel,1,"? 6,923.00"
1001728,Witt,P00144042,F,18-25,20,Unmarried,Uttarakhand,Central,Govt,Electronics & Gadgets,3,"? 9,917.00"
1001731,Kristina,P00024142,M,18-25,23,Unmarried,Gujarat,Western,Automobile,Electronics & Gadgets,4,"? 7,793.00"
1001734,Chance,P00129642,F,46-50,47,Unmarried,Uttar Pradesh,Central,Construction,Clothing & Apparel,2,"? 1,994.00"
1001738,Gordon,P00317842,F,36-45,41,Married,Andhra Pradesh,Southern,Aviation,Clothing & Apparel,1,"? 7,023.00"
1001740,Shreyshi,P00213742,F,55+,57,Married,Uttarakhand,Central,Govt,Clothing & Apparel,4,"? 5,317.00"
1001742,Phelps,P00323942,M,26-35,33,Unmarried,Karnataka,Southern,Lawyer,Footwear & Shoes,2,"? 12,835.00"
1001744,Visinsky,P00159442,F,36-45,44,Unmarried,Karnataka,Southern,Govt,Sports Products,3,"? 10,791.00"
1001750,Blackwell,P00010742,F,51-55,54,Unmarried,Madhya Pradesh,Central,Lawyer,Beauty,1,"? 7,421.00"
1001754,Kelty,P00242742,F,18-25,22,Unmarried,Gujarat,Western,Chemical,Clothing & Apparel,3,"? 8,681.00"
1001760,Madhulika,P00117442,M,26-35,35,Unmarried,Karnataka,Southern,Chemical,Electronics & Gadgets,2,"? 5,856.00"
1001763,Subhasmita,P00129642,F,36-45,44,Unmarried,Delhi,Central,Automobile,Footwear & Shoes,3,"? 16,456.00"
1001765,Mark,P00262242,F,18-25,21,Married,Bihar,Eastern,Aviation,Furniture,1,"? 16,443.00"
1001768,Voltz,P00109742,F,46-50,49,Unmarried,Karnataka,Southern,IT Sector,Sports Products,3,"? 5,456.00"
1001769,Anubhaw,P00240542,F,26-35,31,Married,Delhi,Central,Banking,Clothing & Apparel,4,"? 7,190.00"
1001770,Crestani,P00254242,F,36-45,41,Unmarried,Maharashtra,Western,Automobile,Sports Products,1,"? 10,691.00"
1001772,Weien,P00186142,F,55+,58,Married,Karnataka,Southern,Healthcare,Sports Products,4,"? 8,187.00"
1001774,Cortes,P00013942,F,26-35,26,Unmarried,Maharashtra,Western,Media,Pet Care,1,"? 2,160.00"
1001777,Hirsh,P00344242,F,26-35,32,Unmarried,Andhra Pradesh,Southern,Retail,Food,3,"? 19,654.00"
1001782,Cunningham,P00331042,F,46-50,47,Married,Uttar Pradesh,Central,Automobile,Pet Care,3,? 697.00
1001791,Sally,P00113342,F,18-25,24,Unmarried,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,1,"? 5,214.00"
1001792,Glantz,P00129542,M,26-35,35,Unmarried,Maharashtra,Western,Textile,Food,2,"? 11,820.00"
1001793,Farah,P00120042,F,26-35,30,Married,Uttar Pradesh,Central,Aviation,Footwear & Shoes,4,"? 12,124.00"
1001798,Sievert,P00117542,F,46-50,48,Unmarried,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,4,"? 5,324.00"
1001799,Kartikay,P00184942,F,36-45,38,Unmarried,Uttar Pradesh,Central,IT Sector,Food,3,"? 7,589.00"
1001810,Clay,P00184542,F,51-55,54,Unmarried,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,4,"? 3,651.00"
1001819,Sudheer,P00121042,M,36-45,38,Married,Rajasthan,Northern,Govt,Furniture,2,"? 20,066.00"
1001822,Ritter,P00299142,M,26-35,26,Married,Karnataka,Southern,Media,Pet Care,1,"? 1,498.00"
1001828,Nguyen,P00268442,F,18-25,24,Unmarried,Haryana,Northern,Govt,Games & Toys,1,"? 9,713.00"
1001831,Blume,P00028842,F,18-25,22,Married,Maharashtra,Western,Lawyer,Household items,4,"? 3,147.00"
1001832,Kirti,P00170142,M,18-25,25,Unmarried,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,2,"? 5,208.00"
1001834,Kennedy,P00350942,F,36-45,40,Unmarried,Gujarat,Western,Agriculture,Clothing & Apparel,3,"? 7,015.00"
1001838,Calhoun,P00332242,F,36-45,37,Unmarried,Uttar Pradesh,Central,Healthcare,Furniture,2,"? 12,523.00"
1001839,Pauline,P00142942,F,18-25,20,Unmarried,Haryana,Northern,IT Sector,Electronics & Gadgets,2,"? 7,865.00"
1001842,Ducich,P00119742,F,18-25,20,Married,Andhra Pradesh,Southern,Aviation,Beauty,4,"? 5,898.00"
1001844,Witt,P00148642,M,18-25,19,Married,Karnataka,Southern,Healthcare,Food,3,"? 4,436.00"
1001854,Pooja,P00223042,F,26-35,35,Unmarried,Karnataka,Southern,IT Sector,Food,3,"? 11,548.00"
1001856,Shirley,P00226342,F,55+,57,Married,Himachal Pradesh,Northern,Retail,Clothing & Apparel,4,"? 8,613.00"
1001858,Corinna,P00216342,M,18-25,19,Unmarried,Madhya Pradesh,Central,Lawyer,Games & Toys,1,"? 12,725.00"
1001862,Scot,P00139542,F,51-55,53,Unmarried,Himachal Pradesh,Northern,Retail,Sports Products,4,"? 8,338.00"
1001870,Aishwarya,P00199442,F,55+,66,Married,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,1,"? 9,862.00"
1001871,Hughes,P00110942,M,46-50,48,Married,Andhra Pradesh,Southern,Agriculture,Food,2,"? 11,728.00"
